event_date,year,month,day,event_type,country,admin1,fatalities,actor1_type,actor2_type,interaction_type,is_terrorist_group_related,terrorist_group_filiation,is_pmc_related
2021-12-19,2021,12,19,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-19,2021,12,19,Violence against civilians,Burkina Faso,Sud-Ouest,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-19,2021,12,19,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-18,2021,12,18,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-18,2021,12,18,Violence against civilians,Niger,Diffa,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2021-12-18,2021,12,18,Violence against civilians,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-18,2021,12,18,Violence against civilians,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-18,2021,12,18,Violence against civilians,Burkina Faso,Nord,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-18,2021,12,18,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-18,2021,12,18,Violence against civilians,Burkina Faso,Sahel,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2021-12-18,2021,12,18,Explosions/Remote violence,Burkina Faso,Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-18,2021,12,18,Explosions/Remote violence,Niger,Diffa,0,Rebel Groups,None,SOLE REBEL ACTION,1,Islamic State,0
2021-12-18,2021,12,18,Violence against civilians,Mali,Gao,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-18,2021,12,18,Battles,Mali,Segou,1,Political Militias,Identity Militias,POLITICAL MILITIA VERSUS IDENTITY MILITIA,0,None,0
2021-12-18,2021,12,18,Violence against civilians,Mali,Segou,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-18,2021,12,18,Battles,Niger,Tillaberi,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-17,2021,12,17,Violence against civilians,Burkina Faso,Nord,4,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Violence against civilians,Niger,Tillaberi,10,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2021-12-17,2021,12,17,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Violence against civilians,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Violence against civilians,Burkina Faso,Sahel,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-17,2021,12,17,Violence against civilians,Burkina Faso,Sahel,2,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-17,2021,12,17,Battles,Burkina Faso,Nord,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Violence against civilians,Burkina Faso,Sud-Ouest,2,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2021-12-17,2021,12,17,Strategic developments,Burkina Faso,Centre-Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Explosions/Remote violence,Burkina Faso,Centre-Nord,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Explosions/Remote violence,Burkina Faso,Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-17,2021,12,17,Battles,Burkina Faso,Sahel,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,0,None,0
2021-12-17,2021,12,17,Violence against civilians,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-17,2021,12,17,Battles,Burkina Faso,Sahel,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,0,None,0
2021-12-16,2021,12,16,Violence against civilians,Burkina Faso,Est,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Violence against civilians,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Violence against civilians,Mali,Tombouctou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Violence against civilians,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Battles,Mali,Koulikoro,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Explosions/Remote violence,Burkina Faso,Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Violence against civilians,Burkina Faso,Sahel,1,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2021-12-16,2021,12,16,Violence against civilians,Mali,Menaka,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-16,2021,12,16,Violence against civilians,Burkina Faso,Sahel,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-16,2021,12,16,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-16,2021,12,16,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-15,2021,12,15,Explosions/Remote violence,Mali,Mopti,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-15,2021,12,15,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-15,2021,12,15,Battles,Burkina Faso,Est,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-15,2021,12,15,Battles,Burkina Faso,Sahel,18,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,0,None,0
2021-12-15,2021,12,15,Explosions/Remote violence,Burkina Faso,Nord,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-15,2021,12,15,Explosions/Remote violence,Burkina Faso,Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-15,2021,12,15,Battles,Burkina Faso,Nord,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-15,2021,12,15,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-15,2021,12,15,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-14,2021,12,14,Explosions/Remote violence,Mali,Kidal,0,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-14,2021,12,14,Strategic developments,Mali,Gao,0,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-14,2021,12,14,Violence against civilians,Niger,Agadez,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-14,2021,12,14,Violence against civilians,Niger,Diffa,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2021-12-14,2021,12,14,Violence against civilians,Burkina Faso,Sahel,2,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-14,2021,12,14,Violence against civilians,Burkina Faso,Sahel,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-14,2021,12,14,Explosions/Remote violence,Burkina Faso,Boucle du Mouhoun,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-14,2021,12,14,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-14,2021,12,14,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-14,2021,12,14,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-13,2021,12,13,Battles,Mali,Mopti,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Strategic developments,Burkina Faso,Centre-Nord,5,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2021-12-13,2021,12,13,Violence against civilians,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Violence against civilians,Mali,Tombouctou,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-13,2021,12,13,Strategic developments,Mali,Mopti,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2021-12-13,2021,12,13,Strategic developments,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Strategic developments,Mali,Gao,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-13,2021,12,13,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Violence against civilians,Niger,Tahoua,38,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2021-12-13,2021,12,13,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Explosions/Remote violence,Burkina Faso,Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-13,2021,12,13,Violence against civilians,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Battles,Burkina Faso,Centre-Nord,3,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-13,2021,12,13,Strategic developments,Mali,Sikasso,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-13,2021,12,13,Violence against civilians,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-13,2021,12,13,Violence against civilians,Mali,Menaka,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-13,2021,12,13,Violence against civilians,Niger,Tillaberi,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-13,2021,12,13,Violence against civilians,Burkina Faso,Centre-Nord,3,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2021-12-13,2021,12,13,Violence against civilians,Niger,Diffa,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2021-12-13,2021,12,13,Violence against civilians,Niger,Diffa,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2021-12-13,2021,12,13,Violence against civilians,Niger,Diffa,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2021-12-12,2021,12,12,Violence against civilians,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-12,2021,12,12,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-12,2021,12,12,Violence against civilians,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-12,2021,12,12,Violence against civilians,Burkina Faso,Centre-Nord,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-12,2021,12,12,Violence against civilians,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-12,2021,12,12,Violence against civilians,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-12,2021,12,12,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-12,2021,12,12,Battles,Niger,Tillaberi,1,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,0,None,0
2021-12-12,2021,12,12,Explosions/Remote violence,Mali,Mopti,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-12,2021,12,12,Violence against civilians,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-12,2021,12,12,Violence against civilians,Burkina Faso,Nord,5,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-12,2021,12,12,Explosions/Remote violence,Mali,Mopti,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-11,2021,12,11,Strategic developments,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-11,2021,12,11,Strategic developments,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-11,2021,12,11,Strategic developments,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-11,2021,12,11,Violence against civilians,Burkina Faso,Centre-Est,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-11,2021,12,11,Strategic developments,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-11,2021,12,11,Strategic developments,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-11,2021,12,11,Explosions/Remote violence,Mali,Mopti,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-11,2021,12,11,Violence against civilians,Burkina Faso,Centre-Nord,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-11,2021,12,11,Battles,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-11,2021,12,11,Battles,Mali,Kidal,2,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-11,2021,12,11,Battles,Niger,Tillaberi,37,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,0,None,0
2021-12-11,2021,12,11,Violence against civilians,Niger,Diffa,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2021-12-10,2021,12,10,Battles,Burkina Faso,Centre-Nord,0,Identity Militias,Rebel Groups,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-10,2021,12,10,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-09,2021,12,9,Explosions/Remote violence,Mali,Kidal,0,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-09,2021,12,9,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-09,2021,12,9,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-09,2021,12,9,Violence against civilians,Mali,Mopti,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2021-12-09,2021,12,9,Explosions/Remote violence,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-09,2021,12,9,Battles,Burkina Faso,Centre-Nord,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-09,2021,12,9,Violence against civilians,Mali,Mopti,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-09,2021,12,9,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2021-12-09,2021,12,9,Strategic developments,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,0,None,0
2021-12-09,2021,12,9,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-09,2021,12,9,Explosions/Remote violence,Burkina Faso,Sahel,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-09,2021,12,9,Explosions/Remote violence,Burkina Faso,Sahel,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-09,2021,12,9,Explosions/Remote violence,Burkina Faso,Sahel,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-09,2021,12,9,Battles,Burkina Faso,Nord,14,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-09,2021,12,9,Battles,Burkina Faso,Est,2,Identity Militias,Rebel Groups,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-08,2021,12,8,Violence against civilians,Burkina Faso,Est,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-08,2021,12,8,Violence against civilians,Mali,Tombouctou,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-08,2021,12,8,Battles,Niger,Tillaberi,4,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,0,None,0
2021-12-08,2021,12,8,Battles,Mali,Tombouctou,0,Political Militias,State Forces,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2021-12-08,2021,12,8,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-08,2021,12,8,Violence against civilians,Burkina Faso,Sahel,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-08,2021,12,8,Violence against civilians,Niger,Diffa,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2021-12-08,2021,12,8,Violence against civilians,Burkina Faso,Centre-Nord,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-08,2021,12,8,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-08,2021,12,8,Strategic developments,Burkina Faso,Est,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-08,2021,12,8,Explosions/Remote violence,Mali,Mopti,7,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-08,2021,12,8,Strategic developments,Burkina Faso,Est,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-07,2021,12,7,Battles,Niger,Tillaberi,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,0,None,0
2021-12-07,2021,12,7,Violence against civilians,Niger,Maradi,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-07,2021,12,7,Violence against civilians,Mali,Menaka,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-07,2021,12,7,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-07,2021,12,7,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-07,2021,12,7,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,0,None,0
2021-12-07,2021,12,7,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-07,2021,12,7,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,0,None,0
2021-12-07,2021,12,7,Battles,Burkina Faso,Sahel,13,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-07,2021,12,7,Battles,Niger,Tillaberi,14,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-07,2021,12,7,Violence against civilians,Mali,Tombouctou,2,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2021-12-07,2021,12,7,Explosions/Remote violence,Burkina Faso,Est,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-07,2021,12,7,Explosions/Remote violence,Burkina Faso,Est,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-07,2021,12,7,Battles,Mali,Mopti,10,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2021-12-07,2021,12,7,Strategic developments,Niger,Tahoua,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,0,None,0
2021-12-07,2021,12,7,Explosions/Remote violence,Niger,Diffa,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2021-12-06,2021,12,6,Violence against civilians,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Strategic developments,Mali,Kidal,0,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Explosions/Remote violence,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2021-12-06,2021,12,6,Violence against civilians,Mali,Mopti,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2021-12-06,2021,12,6,Violence against civilians,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Battles,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Battles,Mali,Mopti,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Violence against civilians,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Explosions/Remote violence,Burkina Faso,Est,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Explosions/Remote violence,Burkina Faso,Est,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Explosions/Remote violence,Burkina Faso,Est,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Explosions/Remote violence,Niger,Tillaberi,4,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Explosions/Remote violence,Niger,Tillaberi,4,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Explosions/Remote violence,Mali,Menaka,0,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-06,2021,12,6,Violence against civilians,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2021-12-05,2021,12,5,Strategic developments,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
